shipping_id,shipping_country_id,shipping_pref,order_id,delivery_id,time_id,fee_id,shipping_name01,shipping_name02,shipping_kana01,shipping_kana02,shipping_company_name,shipping_tel01,shipping_tel02,shipping_tel03,shipping_fax01,shipping_fax02,shipping_fax03,shipping_zip01,shipping_zip02,shipping_zipcode,shipping_addr01,shipping_addr02,shipping_delivery_name,shipping_delivery_time,shipping_delivery_date,shipping_delivery_fee,shipping_commit_date,rank,create_date,update_date,del_flg
807,,1,1114,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-06-22 16:39:47","2019-06-22 16:39:47",0
808,,1,1115,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-06-22 16:47:06","2019-06-22 16:47:06",0
809,,1,1116,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-06-22 17:42:26","2019-06-22 17:42:26",0
810,,13,1117,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-24 10:33:34","2019-06-24 10:33:56",0
811,,13,1118,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-24 11:16:38","2019-06-24 11:16:42",0
812,,13,1119,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-24 11:22:18","2019-06-24 11:22:24",0
813,,13,1120,1,,13,test,test,レンタル,レンタル,,03,1111,1111,,,,111,1111,1111111,世田谷区,3−21−28,佐川急便,,,0,,,"2019-06-25 10:25:36","2019-06-25 10:25:49",0
814,,13,1121,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-25 11:30:16","2019-06-25 11:30:34",0
815,,13,1122,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-25 11:47:03","2019-06-25 11:47:07",0
816,,13,1123,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-25 11:52:44","2019-06-25 11:52:49",0
817,,13,1124,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-25 12:02:24","2019-06-25 12:02:29",0
818,,13,1125,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-25 17:22:07","2019-06-25 17:22:10",0
819,,13,1126,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-25 18:26:28","2019-06-25 18:26:33",0
820,,13,1127,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-27 13:28:26","2019-06-27 13:28:29",0
821,,13,1128,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-27 13:33:11","2019-06-27 13:33:13",0
822,,13,1129,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-27 13:34:27","2019-06-27 13:34:30",0
823,,13,1130,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-27 14:47:18","2019-06-27 14:47:20",0
824,,13,1131,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-27 14:58:14","2019-06-27 14:58:17",0
825,,13,1132,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-06-27 15:14:08","2019-06-27 15:14:11",0
826,,13,1133,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-27 16:36:51","2019-06-27 16:36:57",0
827,,13,1134,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-27 16:40:09","2019-06-27 16:40:12",0
828,,13,1135,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-06-27 16:42:35","2019-06-27 16:42:39",0
829,,1,1136,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-06-27 18:21:28","2019-06-27 18:21:42",0
830,,1,1137,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-06-27 18:26:11","2019-06-27 18:26:19",0
831,,13,1138,1,,13,test,test,レンタル,レンタル,,03,1111,1111,,,,111,1111,1111111,世田谷区,3−21−28,佐川急便,,,0,,,"2019-07-03 12:55:19","2019-07-03 12:55:26",0
832,,1,1139,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-07-04 12:45:26","2019-07-04 12:45:30",0
833,,1,1140,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-07-04 12:46:44","2019-07-04 12:46:47",0
834,,13,1141,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-07-09 12:32:53","2019-07-09 12:32:55",0
835,,13,1142,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-07-09 12:33:39","2019-07-09 12:33:42",0
836,,13,1143,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-07-10 10:05:29","2019-07-10 10:05:33",0
837,,13,1144,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-07-10 10:06:02","2019-07-10 10:06:04",0
838,,13,1145,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-07-10 10:07:44","2019-07-10 10:07:46",0
839,,13,1146,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,"2019-09-05 14:37:07",,"2019-07-10 10:09:42","2019-09-05 14:37:07",0
840,,1,1147,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-08-05 12:41:46","2019-08-05 12:41:52",0
841,,13,1148,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-08-05 15:45:39","2019-08-05 15:45:43",0
842,,21,1149,1,,21,test,test,テスト,テスト,,111,1111,1111,,,,111,1111,1111111,a,a,佐川急便,,,0,,,"2019-08-05 16:55:19","2019-08-05 16:55:27",0
843,,1,1150,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-08-16 19:13:59","2019-08-16 19:14:03",0
844,,1,1151,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-08-19 11:53:03","2019-08-19 11:53:07",0
845,,1,1152,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-08-19 11:59:35","2019-08-19 11:59:35",0
846,,1,1153,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-08-19 12:01:53","2019-08-19 12:01:56",0
847,,13,1154,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-08-19 12:22:55","2019-08-19 12:23:03",0
848,,13,1155,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-08-19 12:25:28","2019-08-19 12:25:33",0
849,,21,1156,1,,21,test,test,テスト,テスト,,111,1111,1111,,,,111,1111,1111111,a,a,佐川急便,,,0,,,"2019-08-21 10:08:10","2019-08-21 10:08:27",0
850,,21,1157,1,,21,test,test,テスト,テスト,,111,1111,1111,,,,111,1111,1111111,a,a,佐川急便,,,0,,,"2019-08-21 10:09:30","2019-08-21 10:09:34",0
851,,13,1158,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2019-08-21 14:46:50","2019-08-21 14:46:54",0
852,,13,1159,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,"2019-09-05 14:41:55",,"2019-08-21 14:48:52","2019-09-05 14:41:55",0
853,,1,1160,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-02 11:50:12","2019-09-02 11:50:15",0
854,,13,1161,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-09-04 11:21:38","2019-09-04 11:21:40",0
855,,13,1162,1,,13,テスト,達夫,テスト,タツオ,,080,0808,0808,,,,198,0001,1980001,青梅市成木,1234,佐川急便,,,0,,,"2019-09-04 11:44:26","2019-09-04 11:44:31",0
856,,13,1163,1,,13,テスト,達夫,テスト,タツオ,,080,0808,0808,,,,198,0001,1980001,青梅市成木,1234,佐川急便,,,0,,,"2019-09-04 11:53:29","2019-09-04 11:53:32",0
857,,13,1164,1,,13,テスト,達夫,テスト,タツオ,,080,0808,0808,,,,198,0001,1980001,青梅市成木,1234,佐川急便,,,0,,,"2019-09-04 11:55:49","2019-09-04 11:55:49",0
858,,13,1165,1,,13,テスト,達夫,テスト,タツオ,,080,0808,0808,,,,198,0001,1980001,青梅市成木,1234,佐川急便,,,0,,,"2019-09-04 11:57:06","2019-09-04 11:57:09",0
859,,13,1166,1,,13,テスト,達夫,テスト,タツオ,,080,0808,0808,,,,198,0001,1980001,青梅市成木,1234,佐川急便,,,0,,,"2019-09-04 12:13:19","2019-09-04 12:13:21",0
860,,13,1167,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-09-04 12:41:54","2019-09-04 12:41:57",0
861,,13,1168,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-09-04 12:46:06","2019-09-04 12:46:09",0
862,,1,1169,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-05 12:55:08","2019-09-05 12:55:25",0
863,,13,1170,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2019-09-05 14:23:15","2019-09-05 14:24:26",0
864,,13,1171,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2019-09-09 11:20:24","2019-09-09 11:20:35",0
865,,13,1172,1,,13,本多,武敏,ホンダ,タケトシ,,090,4365,5770,,,,155,0033,1550033,"世田谷区代田 5-35-8","下北沢シャモット2 202",佐川急便,,,0,,,"2019-09-09 11:39:27","2019-09-09 11:39:27",0
866,,1,1173,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-09 12:19:14","2019-09-09 12:19:36",0
867,,1,1174,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-11 11:04:58","2019-09-11 11:05:05",0
868,,1,1175,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-11 11:16:13","2019-09-11 11:16:21",0
869,,13,1176,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-09-11 11:16:39","2019-09-11 11:16:45",0
870,,1,1177,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-11 11:43:35","2019-09-11 11:43:39",0
871,,13,1178,1,,13,鵜飼,明香,ウカイ,アスカ,,080,5954,0341,,,,103,0004,1030004,中央区東日本橋,"1-4-12 ガラシティ東日本橋1103",佐川急便,,,0,,,"2019-09-11 11:57:53","2019-09-11 11:59:02",0
872,,13,1179,1,,13,鵜飼,明香,ウカイ,アスカ,,080,5954,0341,,,,103,0004,1030004,中央区東日本橋,"1-4-12 ガラシティ東日本橋1103",佐川急便,,,0,,,"2019-09-11 15:20:06","2019-09-11 17:37:28",0
873,,13,1180,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-09-12 10:24:16","2019-09-12 10:24:27",0
874,,13,1181,1,,13,鵜飼,明香,ウカイ,アスカ,,080,5954,0341,,,,103,0004,1030004,中央区東日本橋,"1-4-12 ガラシティ東日本橋1103",佐川急便,,,0,,,"2019-09-12 11:42:16","2019-09-12 11:42:16",0
875,,13,1182,1,,13,鵜飼,明香,ウカイ,アスカ,,080,5954,0341,,,,103,0004,1030004,中央区東日本橋,"1-4-12 ガラシティ東日本橋1103",佐川急便,,,0,,,"2019-09-12 13:19:01","2019-09-12 13:57:55",0
876,,13,1183,1,,13,鵜飼,明香,ウカイ,アスカ,,080,5954,0341,,,,103,0004,1030004,中央区東日本橋,"1-4-12 ガラシティ東日本橋1103",佐川急便,,,0,,,"2019-09-12 15:26:10","2019-09-12 15:26:47",0
877,,1,1184,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-09-17 14:06:23","2019-09-17 14:06:23",0
878,,1,1185,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-02 18:00:09","2019-10-02 18:01:08",0
879,,1,1186,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-02 18:03:48","2019-10-02 18:06:33",0
880,,1,1187,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:18:05","2019-10-03 10:18:20",0
881,,1,1188,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:25:57","2019-10-03 10:26:14",0
882,,1,1189,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:28:48","2019-10-03 10:28:58",0
883,,1,1190,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:32:40","2019-10-03 10:32:52",0
884,,1,1191,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:43:03","2019-10-03 10:43:21",0
885,,1,1192,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:47:50","2019-10-03 10:47:59",0
886,,1,1193,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:48:49","2019-10-03 10:49:00",0
887,,1,1194,1,,1,テストーア,テストーア,テストーア,テストーア,テストーコゾ,000,0000,0001,000,0000,0002,000,0000,0000000,テストーア,テストーア,佐川急便,,,0,,,"2019-10-03 10:58:30","2019-10-03 10:58:38",0
888,,13,1195,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-10-17 12:26:50","2019-10-17 12:26:57",0
889,,13,1196,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2019-12-18 14:17:38","2019-12-18 14:17:47",0
890,,1,1197,1,,,佐々木,良樹,ササキ,ヨシキ,,111,1111,1111,,,,111,1111,,a,a,佐川急便,,,,,,"2019-12-20 11:23:53","2019-12-20 11:23:53",0
891,,15,1198,1,,,てすと,てすと,テスト,テスト,,111,1111,1111,,,,111,1111,,a,a,佐川急便,,,,,,"2019-12-20 11:26:59","2019-12-20 11:26:59",0
892,,13,1199,1,,13,ケ,イジチ,アン,アン,,090,0000,0000,,,,154,0001,1540001,131016,"1-18-14 3F",佐川急便,,,0,,,"2020-02-05 11:34:40","2020-02-05 11:35:03",0
893,,13,1200,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2020-02-07 13:23:50","2020-02-07 13:24:02",0
894,,13,1201,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-02-10 15:10:24","2020-02-10 15:10:24",0
895,,13,1202,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-02-10 15:11:46","2020-02-10 15:11:46",0
896,,13,1203,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-02-17 12:42:44","2020-02-17 12:43:25",0
897,,13,1204,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-02-17 15:27:42","2020-02-17 15:58:40",0
898,,13,1205,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-02-17 18:45:25","2020-02-17 18:45:41",0
899,,13,1206,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-03-17 11:20:17","2020-03-17 11:20:42",0
900,,13,1207,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-04-14 10:25:58","2020-04-14 10:26:15",0
901,,13,1208,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-04-14 10:35:44","2020-04-14 10:35:48",0
902,,13,1209,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-04-14 10:36:49","2020-04-14 10:37:11",0
903,,13,1210,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-04-14 10:38:03","2020-04-14 10:38:03",0
904,,13,1211,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-04-14 11:02:39","2020-04-14 11:02:39",0
905,,13,1212,1,,13,aa,aa,ア,ア,aa,090,0000,0000,,,,154,0001,1540001,世田谷区池尻,999,佐川急便,,,0,,,"2020-04-14 15:55:35","2020-04-14 15:55:35",0
906,,13,1213,1,,13,鵜飼,明香,ウカイ,アスカ,,080,5954,0341,,,,103,0004,1030004,中央区東日本橋,"1-4-12 ガラシティ東日本橋1103",佐川急便,,,0,,,"2020-04-14 16:05:30","2020-04-14 16:05:30",0
907,,13,1214,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-08 17:44:47","2020-06-08 17:44:56",0
908,,13,1215,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-12 11:52:58","2020-06-12 14:40:39",0
909,,13,1216,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-12 15:29:53","2020-06-12 15:35:35",0
910,,13,1217,1,10,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,14:00-16:00,,0,,,"2020-06-12 16:25:13","2020-06-12 16:25:54",0
911,,13,1218,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-12 16:48:28","2020-06-12 16:48:35",0
912,,13,1219,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-15 10:32:35","2020-06-15 18:20:03",0
913,,13,1220,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-15 19:02:18","2020-06-15 19:05:07",0
914,,13,1221,1,,13,小僧テストくどう,たかあき,クドウ,タカアキ,,03,5431,5540,,,,154,1540,1541540,世田谷区,池尻,佐川急便,,,0,,,"2020-06-16 17:58:17","2020-06-16 17:58:21",0
915,,17,1222,1,,,佐々木,良樹,ササキ,ヨシキ,,443,11111,11111,,,,111,1111,,練馬区,sss,佐川急便,,,,,,"2020-06-18 10:31:04","2020-06-18 10:31:04",0
916,,1,1223,1,,,佐々木,良樹,ササキ,ヨシキ,,111,1111,1111,,,,111,1111,,1,1,佐川急便,,,,,,"2020-06-18 10:37:42","2020-06-18 10:37:42",0
917,,13,1224,1,,13,スズキ,ケンタロウ,スズキ,ケンタロウ,,090,2479,9301,,,,154,0003,1540003,世田谷区野沢,2,佐川急便,,,0,,,"2020-06-18 18:50:51","2020-06-18 18:51:25",0
918,,13,1225,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2020-06-19 10:09:28","2020-06-19 10:09:35",0
919,,13,1226,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2020-06-19 10:24:48","2020-06-19 10:25:01",0
920,,13,1227,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-29 17:16:58","2020-06-29 17:16:58",0
921,,13,1228,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-06-29 18:06:29","2020-06-29 18:07:00",0
922,,13,1229,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-07-02 17:50:28","2020-07-02 17:56:04",0
923,,13,1230,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-07-02 17:54:09","2020-07-02 17:54:09",0
924,,13,1231,1,,13,aa,aa,ア,ア,BBB社,090,0000,0000,,,,154,0001,1540001,中央区,999,佐川急便,,,0,,,"2020-07-02 18:03:13","2020-07-02 18:03:13",0
925,,13,1232,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-07-02 18:33:33","2020-07-02 18:34:05",0
926,,13,1233,1,,13,鈴木,健太郎,スズキ,ケンタロウ,,03,5489,0488,,,,150,0044,1500044,渋谷区円山町,15‐14‐702,佐川急便,,,0,,,"2020-07-03 10:22:45","2020-07-03 10:22:45",0
927,,13,1234,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-07-07 13:53:55","2020-07-07 13:54:05",0
928,,13,1235,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-07-07 14:09:35","2020-07-07 14:09:45",0
929,,13,1236,1,,13,はとり,はとり,ハトリ,ハトリ,,221,12,12,,,,182,0002,1820002,調布市仙川町,22,佐川急便,,,0,,,"2020-07-28 17:41:02","2020-07-28 17:41:02",0
930,,18,1237,1,,,test,test,テスト,テスト,,111,1111,1111,,,,111,1111,,a,a,佐川急便,,,,,,"2020-12-02 14:37:40","2020-12-02 14:37:40",0
931,,14,1238,1,,,テスト,テスト,テスト,テスト,,111,1111,1111,,,,111,1111,,テスト,テスト,佐川急便,,,,,,"2020-12-02 14:40:38","2020-12-02 14:40:38",0
